precinct_id,total_reg_2022,total_reg_2024,pct_GOP_2022,pct_GOP_2024,pct_turnout_2022,pct_absentee_vbm_2022,pct_early_2022,pct_election_day_2022
ALAMANCE-01,3738,3593,0.5208667736757624,0.5365989423879767,0.5695559122525414,0.04415218412400188,0.4072334429309535,0.5434476279943635
ALAMANCE-063,2615,2315,0.17667304015296367,0.19740820734341252,0.415678776290631,0.06531738730450783,0.48942042318307266,0.43606255749770007
ALAMANCE-08S,1551,1480,0.4410058027079304,0.4689189189189189,0.586073500967118,0.0517051705170517,0.38943894389438943,0.5566556655665567
ALAMANCE-12E,1645,1382,0.1762917933130699,0.18306801736613604,0.35440729483282674,0.04288164665523156,0.5677530017152659,0.3687821612349914
ALAMANCE-12S,1267,1056,0.16574585635359115,0.19791666666666666,0.3322809786898185,0.030878859857482184,0.4323040380047506,0.5154394299287411
ALAMANCE-04,3851,3902,0.5022072189041807,0.5192209123526397,0.5956894313165412,0.03312990409764603,0.537489102005231,0.4245858761987794
ALAMANCE-03N2,688,657,0.2921511627906977,0.2846270928462709,0.8052325581395349,0.08303249097472924,0.30866425992779783,0.6083032490974729
ALEXANDER-B1,2936,2859,0.5224795640326976,0.5253585169639734,0.6284059945504087,0.03143631436314363,0.610840108401084,0.35663956639566397
ALEXANDER-M,1741,1635,0.4411257897759908,0.46972477064220186,0.5548535324526135,0.021739130434782608,0.5093167701863354,0.4648033126293996
ALEXANDER-E,2340,2217,0.4794871794871795,0.4916553901668922,0.6542735042735043,0.013063357282821686,0.6838667537557153,0.30111038536903983
ALEXANDER-G1G2,1561,1475,0.48046124279308133,0.5152542372881356,0.6623959000640615,0.013539651837524178,0.5386847195357833,0.4458413926499033
ALEXANDER-T1T4T5,3897,3632,0.4624069797279959,0.4845814977973568,0.5789068514241724,0.026152482269503546,0.686613475177305,0.2859042553191489
ALEXANDER-S1S2,2741,2512,0.45202480846406423,0.47611464968152867,0.5698650127690624,0.012163892445582587,0.6709346991037132,0.31306017925736235
ALEXANDER-B2,3461,3346,0.5166136954637388,0.5200239091452481,0.6229413464316671,0.022263450834879406,0.62291280148423,0.35435992578849723
ALEXANDER-W,1731,1698,0.5407279029462738,0.5518256772673734,0.6782206816868862,0.02555366269165247,0.6192504258943782,0.3526405451448041
ALEXANDER-T2T3,2789,2593,0.4130512728576551,0.43694562283069804,0.5769092864826103,0.022374145431945307,0.6892479801118707,0.28216283405842135
ALEXANDER-LRSL,1855,1761,0.49595687331536387,0.5264054514480409,0.6835579514824798,0.007097791798107256,0.6238170347003155,0.3667192429022082
ALLEGHANY-06A,1538,1510,0.4336801040312094,0.4649006622516556,0.6892067620286085,0.026415094339622643,0.5764150943396227,0.39433962264150946
ALLEGHANY-04,1410,1327,0.4397163120567376,0.4687264506405426,0.6631205673758865,0.04171122994652406,0.5304812834224599,0.42780748663101603
ALLEGHANY-03A,3543,3394,0.3748235958227491,0.41278727165586326,0.6322325712672876,0.03571428571428571,0.684375,0.27767857142857144
ALLEGHANY-01,1319,1265,0.4382107657316149,0.44664031620553357,0.6520090978013646,0.040697674418604654,0.5430232558139535,0.41511627906976745
ANSON-WADES,6379,5362,0.13419031196112244,0.16038791495710555,0.3937921304279668,0.03304140127388535,0.6253980891719745,0.3403662420382166
ANSON-PEAC,1287,1218,0.3418803418803419,0.37520525451559933,0.5431235431235432,0.010014306151645207,0.2246065808297568,0.765379113018598
ANSON-MM,1221,1017,0.085995085995086,0.10816125860373647,0.3923013923013923,0.012526096033402923,0.49478079331941544,0.4906054279749478
ANSON-WS,316,303,0.28164556962025317,0.34983498349834985,0.5791139240506329,0.01092896174863388,0.19672131147540983,0.7814207650273224
ANSON-LILE,2259,1992,0.14475431606905712,0.16616465863453816,0.49933598937583,0.030141843971631204,0.5088652482269503,0.45478723404255317
ANSON-GULL,1057,914,0.14853358561967833,0.18599562363238512,0.47587511825922424,0.017892644135188866,0.44930417495029823,0.5268389662027833
ANSON-POLK,989,829,0.23862487360970677,0.2689987937273824,0.4084934277047523,0.007425742574257425,0.2896039603960396,0.698019801980198
ANSON-BURN,1390,1300,0.38489208633093525,0.39615384615384613,0.5525179856115108,0.0078125,0.265625,0.7265625
ANSON-ANS,1013,941,0.21322803553800593,0.2688629117959617,0.5251727541954591,0.009398496240601503,0.2387218045112782,0.7518796992481203
ASHE-09,3385,3237,0.420384047267356,0.4396045721346926,0.5601181683899557,0.03481012658227848,0.560126582278481,0.40242616033755274
ASHE-16,2112,2083,0.46070075757575757,0.4685549687950072,0.6036931818181818,0.02823529411764706,0.5129411764705882,0.4556862745098039
ASHE-12,643,588,0.536547433903577,0.5221088435374149,0.6174183514774495,0.010075566750629723,0.29219143576826195,0.6952141057934509
ASHE-20,3052,2829,0.4239842726081258,0.4450335807705903,0.5530799475753604,0.0254739336492891,0.4887440758293839,0.48459715639810425
ASHE-06,495,459,0.44646464646464645,0.4793028322440087,0.6141414141414141,0.013157894736842105,0.34539473684210525,0.6381578947368421
ASHE-14,2342,2189,0.45303159692570455,0.45454545454545453,0.6562766865926558,0.04424202992843201,0.5699414443721535,0.38516590761223163
ASHE-17,790,710,0.5177215189873418,0.523943661971831,0.5873417721518988,0.032327586206896554,0.29310344827586204,0.6724137931034483
ASHE-13,1170,1088,0.48376068376068376,0.47702205882352944,0.6256410256410256,0.012295081967213115,0.430327868852459,0.5573770491803278
ASHE-11,1962,1862,0.42099898063200814,0.43340494092373794,0.5922528032619776,0.025817555938037865,0.4457831325301205,0.5249569707401033
ASHE-04,476,449,0.4180672268907563,0.39643652561247217,0.6281512605042017,0.030100334448160536,0.39464882943143814,0.5752508361204013
ASHE-15,915,867,0.4808743169398907,0.49480968858131485,0.6295081967213115,0.024305555555555556,0.375,0.5972222222222222
ASHE-02,1252,1164,0.4960063897763578,0.5025773195876289,0.5798722044728435,0.027548209366391185,0.4035812672176309,0.568870523415978
ASHE-07,355,347,0.43380281690140843,0.44668587896253603,0.571830985915493,0.024630541871921183,0.28078817733990147,0.6945812807881774
ASHE-03,444,440,0.5990990990990991,0.5818181818181818,0.6644144144144144,0.020338983050847456,0.21016949152542372,0.7694915254237288
ASHE-18,156,147,0.5512820512820513,0.564625850340136,0.5961538461538461,0.053763440860215055,0.1827956989247312,0.7634408602150538
ASHE-10,240,224,0.5083333333333333,0.5267857142857143,0.5958333333333333,0.04895104895104895,0.23076923076923078,0.7202797202797203
ASHE-08,213,192,0.39906103286384975,0.4635416666666667,0.5727699530516432,0.05737704918032787,0.3360655737704918,0.6065573770491803
AVERY-16,1562,1407,0.5230473751600512,0.503909026297086,0.5768245838668374,0.03107658157602664,0.4284128745837958,0.5316315205327414
AVERY-10,762,715,0.6286089238845144,0.6293706293706294,0.5551181102362205,0.037825059101654845,0.21749408983451538,0.7423167848699763
AVERY-15,735,641,0.5850340136054422,0.62402496099844,0.48707482993197276,0.019553072625698324,0.4329608938547486,0.5335195530726257
AVERY-01,938,876,0.5746268656716418,0.5753424657534246,0.5852878464818764,0.01639344262295082,0.302367941712204,0.668488160291439
AVERY-02,2598,2229,0.45727482678983833,0.4638851502916106,0.48768283294842185,0.05130228887134965,0.3354380426203631,0.6077348066298343
AVERY-11,575,534,0.5252173913043479,0.5149812734082397,0.5826086956521739,0.06567164179104477,0.382089552238806,0.5402985074626866
AVERY-04,87,82,0.6091954022988506,0.6097560975609756,0.5287356321839081,0.06521739130434782,0.2391304347826087,0.6521739130434783
AVERY-14,966,850,0.6014492753623188,0.6141176470588235,0.5238095238095238,0.039525691699604744,0.3814229249011858,0.5731225296442688
AVERY-09,362,315,0.6602209944751382,0.6761904761904762,0.5994475138121547,0.018433179723502304,0.2119815668202765,0.7603686635944701
AVERY-12,275,241,0.6363636363636364,0.6556016597510373,0.5672727272727273,0.038461538461538464,0.21153846153846154,0.75
AVERY-06,772,655,0.6243523316062176,0.6412213740458015,0.4676165803108808,0.002770083102493075,0.19113573407202217,0.8033240997229917
AVERY-18,329,316,0.5835866261398176,0.5854430379746836,0.5501519756838906,0,0.2541436464088398,0.7182320441988951
AVERY-13,530,501,0.5735849056603773,0.5808383233532934,0.569811320754717,0.016556291390728478,0.304635761589404,0.6754966887417219
AVERY-05,312,294,0.6442307692307693,0.6462585034013606,0.5384615384615384,0.017857142857142856,0.2619047619047619,0.7083333333333334
AVERY-17,536,517,0.6847014925373134,0.6866537717601547,0.5988805970149254,0.012461059190031152,0.1526479750778816,0.8286604361370716
AVERY-07,232,217,0.7974137931034483,0.7741935483870968,0.5862068965517241,0.014705882352941176,0.17647058823529413,0.7794117647058824
AVERY-08,339,301,0.6548672566371682,0.7009966777408638,0.6194690265486725,0.014285714285714285,0.14761904761904762,0.8333333333333334
AVERY-03,456,417,0.6513157894736842,0.6666666666666666,0.5635964912280702,0.007782101167315175,0.1245136186770428,0.8599221789883269
AVERY-19,293,252,0.6996587030716723,0.6944444444444444,0.5665529010238908,0.03614457831325301,0.12650602409638553,0.8253012048192772
BEAUFORT-PSJW3,1453,1274,0.14521679284239505,0.16012558869701726,0.4239504473503097,0.048701298701298704,0.560064935064935,0.38636363636363635
BEAUFORT-GILEA,2207,2119,0.4331671952877209,0.44738084001887685,0.6900770276393294,0.03939592908732764,0.6815495732107683,0.278397898883782
BEAUFORT-WASH1,1616,1357,0.21905940594059406,0.23507737656595432,0.48576732673267325,0.02802547770700637,0.5363057324840764,0.42547770700636944
BEAUFORT-RVRD,2025,1912,0.3762962962962963,0.39644351464435146,0.611358024691358,0.024232633279483037,0.5080775444264943,0.46365105008077545
BEAUFORT-OLDF,1551,1503,0.31463571889103803,0.35129740518962077,0.5460992907801419,0.021251475796930343,0.48760330578512395,0.4887839433293979
BEAUFORT-CHOCO,3895,3603,0.3722721437740693,0.39439356092145433,0.47419768934531453,0.02057390362750406,0.6063887384948565,0.3670817541959935
BEAUFORT-WASH4,2069,1947,0.3267278878685355,0.34001027221366203,0.554857419043016,0.04878048780487805,0.6167247386759582,0.32752613240418116
BEAUFORT-PANTE,1092,948,0.40476190476190477,0.4356540084388186,0.5558608058608059,0.03130148270181219,0.3772652388797364,0.5881383855024712
BEAUFORT-NCRK,1345,1352,0.48252788104089217,0.5066568047337278,0.6639405204460966,0.03583426651735722,0.3516237402015677,0.6058230683090705
BEAUFORT-TCRK,2375,2222,0.4050526315789474,0.42664266426642666,0.5848421052631579,0.0251979841612671,0.4996400287976962,0.4701223902087833
BEAUFORT-BEADM,1685,1654,0.5038575667655787,0.5163240628778718,0.6071216617210683,0.013685239491691105,0.5982404692082112,0.386119257086999
BEAUFORT-BELHV,1527,1318,0.3372626064178127,0.38467374810318666,0.5605762933857237,0.03154205607476635,0.45210280373831774,0.5070093457943925
BEAUFORT-SURBA,1881,1855,0.45879851143009037,0.47008086253369274,0.6905901116427432,0.018475750577367205,0.37644341801385683,0.6027713625866051
BEAUFORT-EDWAR,966,859,0.35610766045548653,0.3853317811408615,0.520703933747412,0.02385685884691849,0.39363817097415504,0.5805168986083499
BEAUFORT-WDPD,1499,1405,0.4603068712474983,0.4790035587188612,0.5850567044696464,0.02280501710376283,0.45153933865450396,0.5165336374002281
BEAUFORT-BLCK,862,848,0.3909512761020882,0.41627358490566035,0.6496519721577726,0.005357142857142857,0.4392857142857143,0.5517857142857143
BEAUFORT-WASH2,1495,1457,0.19665551839464884,0.18943033630748113,0.47692307692307695,0.023842917251051893,0.6507713884992987,0.3169705469845722
BEAUFORT-AUROR,1030,951,0.25145631067961166,0.28286014721345953,0.5592233009708738,0.015625,0.4774305555555556,0.5069444444444444
BEAUFORT-PINET,860,816,0.5395348837209303,0.5404411764705882,0.6337209302325582,0.02018348623853211,0.27706422018348625,0.6990825688073394
BEAUFORT-WASHP,1202,1124,0.34608985024958405,0.3736654804270463,0.6555740432612313,0.0266497461928934,0.5050761421319797,0.46573604060913704
BEAUFORT-HB,791,721,0.5120101137800253,0.5312066574202496,0.595448798988622,0.008492569002123142,0.3078556263269639,0.6709129511677282
BERTIE-W2,654,609,0.24617737003058104,0.2676518883415435,0.6238532110091743,0,0.31862745098039214,0.678921568627451
BERTIE-M2,789,679,0.1394169835234474,0.1487481590574374,0.4347275031685678,0.01749271137026239,0.239067055393586,0.7405247813411079
BERTIE-C1,879,774,0.2036405005688282,0.2248062015503876,0.4937428896473265,0.020737327188940093,0.4700460829493088,0.5069124423963134
BERTIE-WH,1001,944,0.2047952047952048,0.2298728813559322,0.5994005994005994,0.03,0.4816666666666667,0.4866666666666667
BERTIE-M1,721,646,0.18307905686546463,0.20588235294117646,0.49514563106796117,0.0056022408963585435,0.4257703081232493,0.5658263305322129
BERTIE-W1,3632,3204,0.10682819383259912,0.11953807740324594,0.5016519823788547,0.01756311745334797,0.6899012074643249,0.29198682766191
BERTIE-MH,773,694,0.18499353169469598,0.21181556195965417,0.5795601552393272,0.024553571428571428,0.47767857142857145,0.4955357142857143
BERTIE-WD,822,665,0.06447688564476886,0.06766917293233082,0.3844282238442822,0.0189873417721519,0.370253164556962,0.6012658227848101
BERTIE-C2,1325,1143,0.0890566037735849,0.0857392825896763,0.5018867924528302,0.013533834586466165,0.6857142857142857,0.29473684210526313
BERTIE-RX,1086,959,0.07826887661141804,0.08654848800834203,0.43462246777163904,0.012711864406779662,0.3072033898305085,0.6758474576271186
BERTIE-SN,828,705,0.07125603864734299,0.08652482269503546,0.4384057971014493,0.01652892561983471,0.6005509641873278,0.38016528925619836
BERTIE-IW,333,296,0.05105105105105105,0.057432432432432436,0.4804804804804805,0,0.44375,0.55
BLADEN-P502,1760,1714,0.1846590909090909,0.17852975495915985,0.51875,0.02628696604600219,0.6889375684556407,0.2847754654983571
BLADEN-P35,695,601,0.19424460431654678,0.20632279534109818,0.45755395683453237,0.009433962264150943,0.5817610062893082,0.4056603773584906
BLADEN-P25,1056,969,0.17518939393939395,0.18369453044375644,0.48390151515151514,0.015655577299412915,0.436399217221135,0.5459882583170255
BLADEN-P60,1488,1336,0.22244623655913978,0.2410179640718563,0.5436827956989247,0.024721878862793572,0.5982694684796045,0.377008652657602
BLADEN-P65,593,569,0.4114671163575042,0.40597539543058,0.6492411467116358,0.015584415584415584,0.3194805194805195,0.6649350649350649
BLADEN-P40,1670,1450,0.3502994011976048,0.36344827586206896,0.5544910179640719,0.012958963282937365,0.4740820734341253,0.5086393088552916
BLADEN-P80,1136,1080,0.2649647887323944,0.28703703703703703,0.4894366197183099,0.025179856115107913,0.45863309352517984,0.512589928057554
BLADEN-P15,2584,2428,0.28173374613003094,0.28747940691927515,0.5541795665634675,0.013268156424581005,0.6096368715083799,0.375
BLADEN-P501,2700,2482,0.16703703703703704,0.17284448025785656,0.5614814814814815,0.02836411609498681,0.658311345646438,0.31266490765171506
BLADEN-P10,628,602,0.25,0.26411960132890366,0.5254777070063694,0.00909090909090909,0.5060606060606061,0.48484848484848486
BLADEN-P45,479,475,0.36116910229645094,0.35578947368421054,0.5031315240083507,0.004149377593360996,0.2697095435684647,0.7261410788381742
BLADEN-P202,2507,2318,0.28041483845233345,0.2916307161345988,0.4650977263661747,0.016295025728987993,0.6174957118353345,0.3644939965694683
BLADEN-P55,608,569,0.24671052631578946,0.29349736379613356,0.5509868421052632,0.029850746268656716,0.24477611940298508,0.7253731343283583
BLADEN-P201,1419,1282,0.3023255813953488,0.3096723868954758,0.5588442565186751,0.017654476670870115,0.519546027742749,0.46153846153846156
BLADEN-P75,1137,1060,0.1345646437994723,0.16037735849056603,0.5461741424802111,0.020933977455716585,0.537842190016103,0.4396135265700483
BLADEN-P70,468,435,0.21153846153846154,0.26666666666666666,0.6047008547008547,0.024734982332155476,0.33568904593639576,0.6395759717314488
BLADEN-P30,1286,1163,0.10653188180404355,0.11607910576096303,0.5800933125972006,0.0160857908847185,0.7841823056300268,0.19571045576407506
BRUNSWICK-SB08,2327,2165,0.42286205414697037,0.4286374133949192,0.6523420713364847,0.059947299077733864,0.5981554677206851,0.32938076416337286
BRUNSWICK-WB04,7708,7454,0.4475869226777374,0.4593506841964046,0.5764141152049819,0.049516092730137296,0.6612649110961062,0.28404231375196937
BRUNSWICK-NB04,7094,6711,0.3587538765153651,0.35330055133363136,0.6212292077812236,0.04651690492398457,0.7184025414113909,0.23054231903789427
BRUNSWICK-NB05,3783,3315,0.281786941580756,0.2883861236802413,0.39888977002379067,0.03180914512922465,0.4970178926441352,0.4585818422796554
BRUNSWICK-CB06,5388,6649,0.4357832219747587,0.43796059557828243,0.6206384558277654,0.03977272727272727,0.5789473684210527,0.37230861244019137
BRUNSWICK-WB02,5762,6223,0.4364803887539049,0.4594247147677969,0.6579312738632419,0.0638353996307043,0.7385914006858348,0.19440780796623583
BRUNSWICK-NB02,7753,8027,0.3335483038823681,0.3529338482621154,0.5449503418031729,0.05514792899408284,0.6407100591715976,0.2965680473372781
BRUNSWICK-SB06,3514,3408,0.4225953329538987,0.43309859154929575,0.6531018782014798,0.04793028322440087,0.47886710239651414,0.465359477124183
BRUNSWICK-SB07,3431,3219,0.4342757213640338,0.44050947499223364,0.6141066744389391,0.04698623635500712,0.4532510678690081,0.4897959183673469
BRUNSWICK-CB02,7032,6474,0.4004550625711035,0.4270929873339512,0.47482935153583616,0.0431266846361186,0.6295297993411201,0.31716082659478884
BRUNSWICK-WB05,4787,4736,0.4284520576561521,0.4436233108108108,0.6477961144767077,0.06417284746855853,0.6472105772331506,0.2857142857142857
BRUNSWICK-NB06,5284,6129,0.35768357305071913,0.3534018600097895,0.7787660862982589,0.05710814094775213,0.7066828675577157,0.23426488456865127
BRUNSWICK-SB04,3845,3607,0.3916775032509753,0.4031050734682562,0.5747724317295189,0.07149321266968325,0.6552036199095023,0.2678733031674208
BRUNSWICK-SB03,8619,8977,0.4213945933402947,0.4207418959563328,0.7754959972154543,0.058797127468581685,0.7314482345900658,0.20541591861160982
BRUNSWICK-NB07,8402,8510,0.3661033087360152,0.35969447708578145,0.5152344679838133,0.04643104643104643,0.5643335643335643,0.37422037422037424
BRUNSWICK-WB06,7317,7390,0.46275796091294247,0.4759133964817321,0.6316796501298346,0.06425789701427953,0.669407183037646,0.25573344872349635
BRUNSWICK-CB04,4152,4036,0.441233140655106,0.4729930624380575,0.5195086705202312,0.04821511358368104,0.5864626796476587,0.35929531757070005
BRUNSWICK-SB05,3564,3215,0.36952861952861954,0.3962674961119751,0.5496632996632996,0.043389484430832057,0.6636038795303726,0.2787136294027565
BRUNSWICK-SB02,5344,5149,0.42945359281437123,0.4474655272868518,0.5297529940119761,0.032144118685976684,0.5284351819145179,0.4320028258565878
BRUNSWICK-WB03,1418,1356,0.3328631875881523,0.36283185840707965,0.4710860366713681,0.0374251497005988,0.5658682634730539,0.38323353293413176
BRUNSWICK-CB01,2103,2142,0.3537803138373752,0.3963585434173669,0.42605801236329055,0.03236607142857143,0.5122767857142857,0.4453125
BRUNSWICK-NB03,4866,5201,0.3914919852034525,0.4170351855412421,0.44636251541307026,0.029465930018416207,0.5543278084714549,0.39917127071823205
BRUNSWICK-CB05,3802,3576,0.4224092582851131,0.44910514541387025,0.5515518148342977,0.04339532665712923,0.5617548879351455,0.3791130185979971
BRUNSWICK-CB03,2829,2676,0.4333686815129021,0.4521674140508221,0.5740544361965358,0.04064039408866995,0.5357142857142857,0.4211822660098522
BRUNSWICK-SB01,2110,2200,0.36635071090047394,0.39545454545454545,0.4919431279620853,0.02601156069364162,0.684971098265896,0.2764932562620424
BRUNSWICK-WB01,2098,1886,0.44566253574833176,0.48621420996818665,0.43946615824594853,0.033622559652928416,0.40997830802603036,0.5477223427331888
BRUNSWICK-NB01,2049,1982,0.32747681795998046,0.3486377396569122,0.4377745241581259,0.03678929765886288,0.4358974358974359,0.5150501672240803
BUNCOMBE-45.1,4463,4329,0.26439614609007395,0.25456225456225456,0.5180371947120771,0.06055363321799308,0.611159169550173,0.31833910034602075
BUNCOMBE-52.1,4293,4015,0.3631493128348474,0.3731008717310087,0.5581178662939669,0.03714524207011686,0.6122704507512521,0.34390651085141904
BUNCOMBE-68.1,4766,4345,0.29458665547629037,0.286536248561565,0.4937054133445237,0.053123671908202295,0.5771355716107097,0.3565660858478538
BUNCOMBE-60.2,1542,1288,0.18028534370946822,0.16304347826086957,0.49351491569390404,0.06701708278580815,0.5295663600525624,0.3902759526938239
BUNCOMBE-03.1,2512,2073,0.042993630573248405,0.041968162083936326,0.5720541401273885,0.08072372999304106,0.5365344467640919,0.36325678496868474
BUNCOMBE-66.1,1897,1669,0.22456510279388509,0.22408627920910726,0.5334739061676331,0.07015810276679842,0.5711462450592886,0.34980237154150196
BUNCOMBE-44.1,6189,5977,0.2630473420584909,0.24728124477162455,0.5870092098885119,0.06385906963941645,0.6798788879713735,0.24910542251582715
BUNCOMBE-28.1,2670,2234,0.050187265917602995,0.047896150402864816,0.5089887640449439,0.06033848417954378,0.6033848417954378,0.30978660779985284
BUNCOMBE-25.1,2561,2252,0.14681764935572042,0.1336589698046181,0.5189379148770011,0.07298720842738901,0.5899172310007524,0.326561324303988
BUNCOMBE-19.1,1955,1647,0.19130434782608696,0.1809350333940498,0.41687979539641945,0.11901840490797547,0.5852760736196319,0.2723926380368098
BUNCOMBE-58.1,2595,2624,0.23699421965317918,0.22484756097560976,0.6331406551059731,0.06451612903225806,0.6658551430310408,0.2647595861229458
BUNCOMBE-41.1,3381,3155,0.3377698905649216,0.34072900158478603,0.5655131617864537,0.03294979079497908,0.5674686192468619,0.39069037656903766
BUNCOMBE-70.1,3517,3089,0.1592266135911288,0.16866299773389445,0.5157804947398351,0.08213891951488424,0.5192943770672547,0.3814773980154355
BUNCOMBE-14.2,2552,2411,0.09051724137931035,0.0829531314807134,0.5219435736677116,0.06531531531531531,0.5885885885885885,0.33483483483483484
BUNCOMBE-13.1,2569,2245,0.06773063448812768,0.06414253897550111,0.5352277150642273,0.05527272727272727,0.5672727272727273,0.352
BUNCOMBE-43.2,1840,1648,0.1967391304347826,0.18385922330097088,0.43043478260869567,0.04671717171717172,0.4722222222222222,0.46464646464646464
BUNCOMBE-01.1,2527,1958,0.08033240997229917,0.06077630234933606,0.5164226355362089,0.08888888888888889,0.5839080459770115,0.30727969348659
BUNCOMBE-18.2,5715,5090,0.21872265966754156,0.20255402750491158,0.5497812773403324,0.1282622533418205,0.6441756842775302,0.2192870782940802
BUNCOMBE-54.2,4566,4194,0.23412176960140166,0.22365283738674296,0.4419623302671923,0.07086223984142716,0.5604558969276512,0.36174430128840435
BUNCOMBE-69.1,3305,3085,0.2832072617246596,0.26645056726094,0.573373676248109,0.04591029023746702,0.5704485488126649,0.3783641160949868
BUNCOMBE-33.2,1492,1417,0.23726541554959785,0.24417784050811575,0.6414209115281502,0.06374085684430512,0.644723092998955,0.2852664576802508
BUNCOMBE-71.1,4014,3953,0.23168908819133036,0.21730331393878066,0.6390134529147982,0.06003898635477583,0.6791423001949318,0.25458089668615985
BUNCOMBE-09.1,4532,3888,0.1328331862312445,0.11856995884773662,0.501323918799647,0.06294014084507042,0.511443661971831,0.40360915492957744
BUNCOMBE-05.1,2764,2598,0.1183068017366136,0.10354118552732872,0.7351664254703328,0.08366141732283465,0.6584645669291339,0.24950787401574803
BUNCOMBE-36.1,2103,1940,0.2629576795054684,0.26443298969072165,0.5872563005230623,0.05344129554655871,0.6,0.33765182186234816
BUNCOMBE-24.1,2672,2378,0.21407185628742514,0.21026072329688814,0.5235778443113772,0.053609721229449604,0.5625446747676912,0.37169406719085063
