leg_black,treat_out,responded,totalpop,medianhhincom,black_medianhh,white_medianhh,blackpercent,statessquireindex,nonblacknonwhite,urbanpercent,leg_senator,leg_democrat,south
0,0,1,3.1519,4.4779,3.7186,3.8874,0.006059838,22.69999981,1,0.347504973,1,1,0
0,1,1,1.6695,3.8003,1.3633,2.159,0.128241986,22.69999981,0,0.902967274,0,0,0
0,1,1,1.6683,5.7851,1.7406,2.2496,0.033447221,22.69999981,0,0.623076916,0,0,0
0,0,0,1.6968,4.3898,1.2146,1.9398,0.040900517,22.69999981,0,0.205542102,0,0,0
0,0,1,1.7041,5.6871,1.9843,2.351,0.013203451,22.69999981,0,0.469391316,0,0,0
0,0,1,1.7029,5.4751,4.7034,2.3141,0.009689353,22.69999981,0,0.770826161,0,0,0
0,1,0,1.6929,4.0152,0.7654,2.03,0.006556796,22.69999981,0,0.008059346,0,0,0
0,0,0,1.6863,6.1111,2.3621,2.5495,0.010377751,22.69999981,0,0.333108455,0,0,0
0,1,1,1.6442,6.9792,2.2971,2.7703,0.025848437,22.69999981,0,0.992581606,0,0,0
0,1,0,1.7078,4.9759,2.1959,2.5696,0.109439045,22.69999981,0,1,0,1,0
0,1,1,1.7065,4.0061,2.0331,2.6596,0.042133022,22.69999981,0,1,0,1,0
0,1,1,1.5833,8.4502,2.2822,3.7382,0.012568686,22.69999981,0,0.427117586,0,0,0
0,1,0,1.7266,4.8717,0.9823,2.285,0.006660489,22.69999981,0,0.459958941,0,0,0
0,0,1,1.6967,4.6615,2.0187,2.1365,0.004773973,22.69999981,0,0,0,0,0
0,0,1,1.7172,4.5087,0.6861,2.2073,0.009375728,22.69999981,0,0,0,0,0
0,0,1,1.576,5.3071,1.6831,2.7795,0.009454315,22.69999981,0,0.628394246,0,0,0
0,0,1,1.5862,5.0327,2.6942,3.1168,0.016139202,22.69999981,1,0.086479552,0,1,0
0,1,0,1.5495,3.6341,1.6305,3.4895,0.006776379,22.69999981,0,0.350892246,0,1,0
0,0,1,1.5952,5.3477,3.8823,4.1449,0.007710632,22.69999981,1,0.476100147,0,1,0
0,1,0,4.4706,3.0609,1.1799,2.1431,0.174562678,7.100000232,0,0.907900333,0,1,1
0,1,0,13.1076,3.2937,1.2281,1.9522,0.130931675,7.100000232,0,0.566680133,1,1,1
0,1,0,4.3987,3.6223,1.3431,1.7931,0.022529386,7.100000232,0,0.058811273,0,1,1
0,1,0,13.5065,4.3697,1.571,2.214,0.171443373,7.100000232,0,0.532460868,1,1,1
0,0,1,4.2383,3.2227,1.259,1.9496,0.197414055,7.100000232,0,0.698019266,0,1,1
0,1,0,4.3425,4.2603,1.4539,2.2316,0.091928616,7.100000232,0,0.28248778,0,0,1
0,0,1,12.2938,3.1602,1.4689,1.7015,0.044030324,7.100000232,0,0.183804467,1,1,1
0,1,0,4.1796,3.6065,1.2707,1.9067,0.104124807,7.100000232,0,0.455560595,0,1,1
0,0,0,4.2506,4.0421,1.6493,2.1343,0.268220961,7.100000232,0,0.514842808,0,0,1
0,1,1,12.1893,2.8126,1.0719,1.55,0.06370341,7.100000232,0,0.14131321,1,1,1
0,0,0,4.2636,3.0707,1.5101,1.6812,0.110563844,7.100000232,0,0.064136624,0,1,1
0,1,0,4.2038,3.2728,1.1469,2.1423,0.240805924,7.100000232,0,0.97336179,0,1,1
0,0,0,4.2233,3.6871,1.2148,1.7938,0.028011272,7.100000232,0,0.271639735,0,1,1
0,0,0,4.3911,4.8063,1.6936,2.811,0.13085559,7.100000232,0,0.952832878,0,0,1
0,1,0,4.347,3.4408,0.6159,1.7695,0.00147228,7.100000232,0,0.156409979,0,0,1
0,1,0,4.4528,3.1102,1.2582,1.6422,0.016843336,7.100000232,0,0.276101649,0,1,1
0,0,0,4.1403,3.0427,0.9883,1.7313,0.071975462,7.100000232,0,0.399967879,0,1,1
0,0,0,4.1924,3.0262,1.0649,1.5616,0.039476193,7.100000232,0,0.000204353,0,1,1
0,1,0,13.3953,4.4004,1.2279,2.0942,0.086724445,7.100000232,0,0.412706017,1,0,1
0,0,0,4.4664,4.7018,1.0828,2.0802,0.061123051,7.100000232,0,0.357176334,0,0,1
0,1,0,12.863,5.3153,1.5268,3.0392,0.082888909,7.100000232,0,0.633320749,1,0,1
0,1,0,4.1356,3.0824,1.0669,1.5991,0.112897769,7.100000232,0,0.140065327,0,1,1
0,1,1,13.344,6.0316,2.5216,3.5304,0.05003747,7.100000232,0,0.992863894,1,0,1
0,1,0,4.3892,2.7547,0.9041,1.554,0.028934658,7.100000232,0,0.102861106,0,1,1
1,0,0,4.3327,3.2206,1.3697,2.0522,0.641678393,7.100000232,0,0.975575387,0,1,1
0,0,0,4.2898,6.8855,3.121,3.7233,0.021935755,7.100000232,0,0.955345333,0,0,1
1,1,0,12.2916,3.1173,1.3995,1.9902,0.648865879,7.100000232,0,0.993829668,1,1,1
0,0,1,4.3601,3.1263,1.1548,2.2547,0.270200223,7.100000232,0,0.906159163,0,1,1
0,1,0,12.2606,3.2745,1.2078,1.8876,0.248764336,7.100000232,0,0.492306203,1,1,1
0,0,0,4.3383,3.7469,1.4273,1.7594,0.046239309,7.100000232,0,0.068127215,0,1,1
0,1,0,4.4492,3.1498,1.2018,1.6858,0.042974018,7.100000232,0,0.299766988,0,1,1
0,0,0,4.5005,3.0949,1.538,1.6981,0.016198199,7.100000232,0,0.163836017,0,0,1
1,1,0,12.184,2.4549,1.0884,2.1717,0.615947127,7.100000232,0,0.465385854,1,1,1
0,1,0,4.3226,6.352,1.8013,2.6138,0.149701566,7.100000232,0,0.796281517,0,0,1
0,0,0,13.3447,4.7176,1.5871,2.6425,0.164604679,7.100000232,0,0.77722168,1,0,1
0,1,0,4.4708,3.0748,0.6856,1.6425,0.011988905,7.100000232,0,0.509425938,0,1,1
1,0,1,13.062,2.7894,1.1063,2.2423,0.705152333,7.100000232,0,0.825758278,1,1,1
0,0,1,13.0842,2.9051,1.1533,1.8114,0.227312312,7.100000232,0,0.607194424,1,1,1
0,1,0,4.2275,2.9031,1.2224,1.7327,0.165984631,7.100000232,0,0.7002877,0,1,1
1,1,0,12.8031,2.4144,1.0407,1.8589,0.556310594,7.100000232,0,0.378408402,1,1,1
0,1,0,4.2542,2.7467,0.8762,1.6137,0.185040668,7.100000232,0,0.55362165,0,1,1
0,1,0,12.3858,3.4694,1.0707,1.9673,0.139781043,7.100000232,0,0.448445827,1,0,1
0,0,1,4.142,3.8332,1.3301,1.8641,0.039690971,7.100000232,0,0.300901115,0,0,1
0,0,0,12.5752,3.1681,0.9866,1.9039,0.298118532,7.100000232,0,0.390116692,1,1,1
0,0,1,4.2517,3.6292,1.1661,1.958,0.235411718,7.100000232,0,0.166719526,0,0,1
1,1,0,4.2279,2.3115,1.0086,1.7136,0.587336481,7.100000232,0,0.674913108,0,1,1
0,0,0,4.292,3.1246,1.1018,1.7961,0.230498597,7.100000232,0,0.430142015,0,0,1
0,0,0,4.456,3.646,1.017,1.6821,0.014699283,7.100000232,0,0.102529809,0,0,1
0,1,0,4.2255,3.561,1.5114,1.8306,0.122991361,7.100000232,0,0.650741398,0,1,1
0,0,1,12.5683,3.2942,1.0477,1.9615,0.313988358,7.100000232,0,0.819949925,1,0,1
0,0,0,4.2656,3.698,1.5671,2.1705,0.100712679,7.100000232,0,0.658056617,0,0,1
0,0,1,4.4308,2.8572,0.98,1.549,0.22883001,7.100000232,0,0.105047204,0,1,1
0,0,0,4.442,3.2629,1.0882,1.8732,0.294664562,7.100000232,0,0.50871402,0,0,1
0,1,1,4.4319,3.0394,1.2171,1.5562,0.051354948,7.100000232,0,0,0,1,1
0,0,0,4.4359,3.2269,1.0151,1.624,0.125994727,7.100000232,0,0.16526182,0,1,1
0,0,0,4.2468,5.0145,1.3797,2.3212,0.1289206,7.100000232,0,0.886182785,0,0,1
0,1,0,4.0951,4.3405,1.6616,2.6128,0.205074355,7.100000232,0,0.924306512,0,0,1
0,1,0,4.4759,6.754,2.3477,3.6775,0.047990344,7.100000232,0,0.973761916,0,0,1
0,1,0,4.5005,5.133,1.9207,3.3151,0.067481391,7.100000232,0,1,0,0,1
0,1,1,4.4672,6.762,3.2001,4.3525,0.033824317,7.100000232,0,0.893885016,0,0,1
0,1,0,4.4497,4.702,1.2496,2.1161,0.095669374,7.100000232,0,0.634505093,0,0,1
0,1,0,4.1834,3.9341,1.1619,1.8947,0.097337097,7.100000232,0,0.074803382,0,0,1
0,0,0,4.4517,4.5166,1.1434,2.0746,0.065592922,7.100000232,0,0.65380007,0,0,1
1,1,0,4.2534,3.0512,1.3355,3.2353,0.649010181,7.100000232,0,0.976511896,0,1,1
1,0,0,4.0627,2.9258,1.2197,1.8468,0.670465469,7.100000232,0,0.924335659,0,1,1
1,0,0,4.049,3.1491,1.4047,1.9055,0.624796271,7.100000232,0,0.999940515,0,1,1
1,1,0,4.0572,2.3721,1.1776,1.6224,0.624371469,7.100000232,0,0.975318551,0,1,1
0,0,1,4.0583,3.1691,0.9642,2.0425,0.301998377,7.100000232,0,0.378031075,0,1,1
0,1,0,4.4439,4.0458,1.5341,1.9092,0.178289339,7.100000232,0,0.471351653,0,0,1
0,1,0,4.4421,3.5413,1.605,2.4947,0.210328445,7.100000232,0,0.88794291,0,0,1
0,1,0,4.0864,3.1733,0.8463,1.7398,0.245913282,7.100000232,0,0.262664944,0,0,1
0,1,1,4.0719,3.0546,1.0609,1.7318,0.258380622,7.100000232,0,0.401362866,0,0,1
1,1,0,4.0714,2.2458,0.8648,2.1688,0.627204418,7.100000232,0,0.590734899,0,1,1
1,1,0,4.0771,2.2538,0.8818,1.9871,0.614578962,7.100000232,0,0.176911697,0,1,1
1,0,0,4.0635,2.372,0.8914,2.0577,0.646733105,7.100000232,0,0.026816703,0,1,1
1,0,0,4.2666,2.1912,1.4255,1.6853,0.620728433,7.100000232,0,0.974538088,0,1,1
1,0,1,4.0493,2.2145,0.8607,2.376,0.634134293,7.100000232,0,0.154349208,0,1,1
1,0,0,4.2343,2.3318,0.8265,1.8005,0.599249005,7.100000232,0,0.092987888,0,1,1
0,1,0,4.1517,5.0973,1.8586,3.455,0.267818004,7.100000232,0,0.963931561,0,0,1
0,1,0,4.1084,3.876,1.3068,2.2088,0.161693111,7.100000232,0,0.999785781,0,0,1
0,0,0,4.4147,5.3226,1.3061,2.5793,0.202686489,7.100000232,0,0.62710911,0,0,1
1,0,0,4.1451,3.2273,1.2755,2.4052,0.723721981,7.100000232,0,0.681445003,0,1,1
1,1,0,4.1303,2.399,0.9026,2.3638,0.687625587,7.100000232,0,0.961920559,0,1,1
1,1,0,4.0879,2.3562,1.0123,1.7924,0.716113329,7.100000232,0,0.768053949,0,1,1
0,0,0,4.466,3.2217,1.3727,2.007,0.112583965,7.100000232,0,0.781114101,0,0,1
0,0,0,4.4403,3.6697,1.2558,1.8193,0.183546156,7.100000232,0,0.827831984,0,1,1
1,0,0,4.4441,1.7376,1.2094,1.5101,0.617425323,7.100000232,0,0.576481879,0,1,1
1,0,0,4.0642,2.4406,1.03,1.7593,0.603833497,7.100000232,0,0.592502236,0,1,1
0,1,0,4.1805,2.4457,0.821,1.7701,0.515345037,7.100000232,0,0.293230474,0,1,1
1,1,0,4.2124,2.5866,1.0567,1.814,0.471536458,7.100000232,0,0.538988411,0,1,1
0,0,0,4.2629,3.4783,1.0626,1.8478,0.141241878,7.100000232,0,0.418548346,0,0,1
0,1,0,4.0736,3.2506,1.0015,2.0746,0.090215042,7.100000232,0,0.358821303,0,0,1
0,1,0,4.4774,4.3978,1.11,2.047,0.151739851,7.100000232,0,0.680284679,0,0,1
0,0,0,4.3406,2.6691,0.947,1.7715,0.327558398,7.100000232,0,0.411191702,0,1,1
0,0,1,4.084,2.5414,1.02,1.7918,0.343217432,7.100000232,0,0.126381174,0,1,1
0,0,0,4.4379,3.3664,1.1802,2.0377,0.183487684,7.100000232,0,0.444976568,0,1,1
0,0,1,4.0703,2.6462,1.0888,1.6139,0.128835708,7.100000232,0,0.262142241,0,1,1
0,0,0,4.3453,3.6348,1.1172,2.0323,0.168181717,7.100000232,0,0.48514545,0,0,1
0,1,0,4.3598,4.1259,1.0835,2.1936,0.077205375,7.100000232,0,0.514056861,0,0,1
0,1,0,4.3563,4.4314,1.3196,2.3708,0.105135091,7.100000232,0,0.913230002,0,0,1
1,0,0,4.2918,2.5325,1.0241,1.8166,0.634978354,7.100000232,0,0.863424003,0,1,1
0,0,0,4.3839,3.6644,1.285,1.5759,0.114395857,7.100000232,0,0.177229837,0,0,1
0,0,0,4.4385,4.3785,1.6147,2.2467,0.104494765,7.100000232,0,0.884678721,0,0,1
0,0,0,4.1566,3.5543,1.1835,1.6111,0.090169847,7.100000232,0,0.420817673,0,0,1
0,0,1,8.0285,2.8717,0.8504,1.633,0.001519586,10.59999987,0,0.313203722,1,0,0
0,0,0,2.585,3.1149,1.0462,1.6656,0.139226303,10.59999987,0,0.176009163,0,1,0
0,1,0,2.7547,2.8476,1.0862,1.6245,0.292808652,10.59999987,0,0.359909087,0,1,0
0,0,0,7.9526,3.2241,1.3487,1.516,0.008927898,10.59999987,0,0.338295162,1,0,0
0,1,0,2.573,3.0154,0.9505,1.8842,0.24586086,10.59999987,0,0.222548068,0,1,0
1,1,0,2.6778,2.2579,0.9871,1.851,0.581186056,10.59999987,0,0.466730267,0,1,0
1,0,0,7.5753,2.4435,0.9884,1.6657,0.639209032,10.59999987,0,0.681687534,1,1,0
0,1,0,2.8292,2.8979,0.9282,2.1748,0.379259199,10.59999987,0,0.777334571,0,1,0
0,0,1,7.8184,3.2773,1.0655,1.8846,0.043244142,10.59999987,0,0.809817433,1,1,0
0,0,0,2.8003,2.5893,0.8816,1.7711,0.326072246,10.59999987,0,0.337145448,0,1,0
0,0,1,7.8233,4.0759,1.7785,2.073,0.004103128,10.59999987,0,0.603180468,1,0,0
0,0,1,2.7194,3.1787,1.0862,1.7971,0.234757647,10.59999987,0,0.441547483,0,1,0
0,1,0,2.7994,3.0943,1.0896,1.7396,0.21886833,10.59999987,0,0.328286201,0,1,0
1,0,0,2.6067,2.6094,0.9417,1.5703,0.569263816,10.59999987,0,0.441302955,0,1,0
0,0,1,7.7928,2.8539,0.7544,1.55,0.00293861,10.59999987,0,0.435930938,1,1,0
0,1,0,2.7552,2.3033,0.8417,1.8024,0.443597555,10.59999987,0,0.459256262,0,1,0
0,0,1,8.0215,3.0788,0.8717,1.6266,0.053044938,10.59999987,0,0.264459431,1,1,0
0,0,1,2.6682,2.2231,0.8512,1.772,0.584363997,10.59999987,0,0.534763813,0,1,0
0,1,0,8.141,3.1977,1.2648,2.1863,0.090455726,10.59999987,0,0.992897332,1,0,0
0,1,0,2.8212,3.0042,0.9007,1.8218,0.213065356,10.59999987,0,0.448278517,0,1,0
0,1,0,7.871,3.2333,0.8798,1.8286,0.082784913,10.59999987,0,0.697773874,1,1,0
0,0,1,2.6622,3.5717,1.0478,1.7361,0.131507769,10.59999987,0,0.287048161,0,1,0
0,0,0,7.8434,2.7153,0.7822,1.5783,0.24256061,10.59999987,0,0.562633038,1,1,0
1,1,1,2.5897,2.9694,1.217,2.8915,0.676835179,10.59999987,0,0.943200707,0,1,0
1,1,0,7.6046,2.3318,0.8432,1.7746,0.611222148,10.59999987,0,0.683475971,1,1,0
1,0,1,2.567,2.5845,0.9428,1.751,0.611102462,10.59999987,0,0.939044774,0,1,0
0,0,0,7.7487,2.8945,0.9279,1.8191,0.299947083,10.59999987,0,0.425663948,1,1,0
0,1,0,2.6204,4.0193,1.2608,1.9078,0.117997259,10.59999987,0,0.213462815,0,1,0
0,1,0,7.449,3.0926,1.1313,1.9557,0.094670422,10.59999987,0,0.740360558,1,1,0
0,0,1,2.7937,2.8638,1.0558,1.6172,0.255575031,10.59999987,0,0.453483492,0,1,0
0,0,1,7.4747,2.727,1.0708,1.6046,0.141784951,10.59999987,0,0.339222193,1,1,0
0,0,1,2.6544,2.5677,0.6714,1.4624,0.002298071,10.59999987,0,0.209755704,0,1,0
0,1,1,8.093,4.5864,1.5269,2.2698,0.040454715,10.59999987,0,0.596294701,1,1,0
0,0,0,2.5707,2.9365,1.1006,1.5412,0.021900648,10.59999987,0,0,0,1,0
0,1,0,7.3455,3.8283,1.315,1.8718,0.111306235,10.59999987,0,0.256984353,1,1,0
0,0,0,2.6268,3.1625,1.1586,2.1571,0.069247752,10.59999987,0,0.931329906,0,1,0
0,1,0,7.6257,2.7544,0.9471,1.8225,0.333530039,10.59999987,0,0.517165005,1,1,0
0,0,1,2.8096,2.5488,1.142,1.9412,0.167532742,10.59999987,0,0.883151174,0,1,0
0,0,0,7.4138,2.9779,0.9564,1.9203,0.328360647,10.59999987,0,0.472552419,1,1,0
0,0,1,2.6961,3.1456,1.0667,1.6976,0.117911056,10.59999987,0,0.425954044,0,1,0
0,0,1,7.4165,2.7652,1.0016,1.7339,0.324438751,10.59999987,0,0.355107158,1,1,0
0,1,1,2.6087,4.1316,1.5106,1.7799,0.056311574,10.59999987,0,0.193767592,0,1,0
0,0,1,2.6971,4.0883,1.0161,1.9618,0.041711468,10.59999987,0,0.807823539,0,1,0
0,0,1,2.7448,4.3584,0.9345,1.9051,0.017706208,10.59999987,0,0.597367167,0,0,0
0,1,1,2.7398,3.6452,0.9948,1.8458,0.021424921,10.59999987,0,0.307721555,0,0,0
0,0,0,7.9889,3.8631,1.1831,1.9025,0.087421305,10.59999987,0,0.567059875,1,0,0
0,1,1,2.8059,5.0021,1.6573,2.8543,0.087244727,10.59999987,0,0.362268418,0,0,0
0,0,0,8.1296,4.6186,1.4554,2.4332,0.115024112,10.59999987,0,0.910461426,1,1,0
1,1,1,7.3907,3.1643,1.2261,2.2948,0.578659654,10.59999987,0,0.964124858,1,1,0
0,1,0,7.935,3.7649,1.0352,1.9074,0.006931317,10.59999987,0,0.639416158,1,0,0
0,1,0,2.617,4.9361,1.8154,3.913,0.088880397,10.59999987,0,0.923379004,0,1,0
0,0,0,2.7289,4.7708,1.5392,2.74,0.107369274,10.59999987,0,1,0,1,0
0,0,0,2.6575,4.3071,1.3866,2.3793,0.154430851,10.59999987,0,0.87738657,0,0,0
0,1,1,2.7272,4.1155,1.5541,1.9205,0.051298033,10.59999987,0,0.262317151,0,0,0
0,1,0,2.8181,4.5265,1.4874,2.2098,0.107377313,10.59999987,0,0.929724216,0,1,0
0,0,1,2.8679,3.4142,1.1806,1.825,0.254855484,10.59999987,0,0.95975709,0,1,0
0,0,1,2.5867,3.0451,1.1259,1.6452,0.180538908,10.59999987,0,0.830415368,0,1,0
0,0,0,2.7596,4.441,1.1935,2.1493,0.070481226,10.59999987,0,0.783658922,0,1,0
0,1,0,2.7109,3.7228,1.32,1.7123,0.022022206,10.59999987,0,0,0,1,0
0,0,1,2.8144,4.5614,0.8894,1.892,0.004157192,10.59999987,0,0.59766072,0,0,0
0,1,0,2.8225,3.3429,1.1461,1.608,0.023985827,10.59999987,0,0.325423419,0,0,0
0,0,1,2.8011,3.2041,1.2307,1.6976,0.067080788,10.59999987,0,0.75497663,0,1,0
0,1,1,2.7057,2.6194,0.9538,1.6931,0.355139136,10.59999987,0,0.270545155,0,1,0
1,1,0,2.6933,2.0264,0.7885,1.6224,0.622619092,10.59999987,0,0.588423729,0,1,0
0,1,0,2.5562,3.8213,1.0822,1.9871,0.233158588,10.59999987,0,0.91229254,0,1,0
1,0,0,2.5678,2.258,0.8687,1.8558,0.70106715,10.59999987,0,0.661737144,0,1,0
1,1,1,2.5953,2.0767,0.7638,1.5962,0.579663217,10.59999987,0,0.745244384,0,1,0
0,1,0,2.5814,2.6558,0.6975,1.3728,0.071898967,10.59999987,0,0.367387593,0,1,0
0,1,0,2.7275,2.7686,0.8501,1.7528,0.238900095,10.59999987,0,0.286778718,0,1,0
0,1,0,2.7046,3.168,0.4928,1.7292,0.001700806,10.59999987,0,0.186870724,0,1,0
0,0,0,2.8001,3.1379,1.3831,1.6754,0.094175205,10.59999987,0,0.204025999,0,1,0
0,0,0,2.8432,2.9704,1.6678,1.659,0.013716939,10.59999987,0,0.134793878,0,1,0
0,0,1,2.5973,3.1626,0.4784,1.5831,0.003349632,10.59999987,0,0.129852384,0,0,0
0,0,1,2.8348,4.5417,1.1522,2.7128,0.057534922,10.59999987,0,0.970105886,0,0,0
0,1,0,2.6573,3.2053,1.1445,2.1187,0.038911678,10.59999987,0,1,0,0,0
0,1,0,2.8529,2.455,1.3232,1.4803,0.167268395,10.59999987,0,0.992254019,0,1,0
0,0,0,2.7901,3.3264,1.8558,1.5369,0.015447475,10.59999987,0,0.736292422,0,0,0
0,0,1,2.7149,3.6773,1.8407,1.6688,0.005046226,10.59999987,0,0.384904593,0,1,0
0,1,0,2.7934,3.0917,1.0821,1.6809,0.048757788,10.59999987,0,0.841386974,0,0,0
0,1,0,2.8444,2.8923,0.8112,1.5998,0.012480664,10.59999987,0,0.183368877,0,1,0
0,1,0,2.8376,3.0364,1.9742,1.5969,0.004863265,10.59999987,0,0,0,0,0
0,1,0,2.6521,3.2468,1.0388,1.6858,0.026582709,10.59999987,0,0.413130164,0,1,0
0,0,1,2.7835,2.6078,0.7496,1.5254,0.148913234,10.59999987,0,0.623673677,0,1,0
0,0,1,2.7633,3.9337,1.2835,2.2824,0.055006694,10.59999987,0,0.959128261,0,1,0
0,0,0,2.7588,3.3104,0.8755,1.6073,0.031607945,10.59999987,0,0.391023993,0,1,0
0,0,1,2.6667,3.3237,0.9871,1.7767,0.079686508,10.59999987,0,0.575995743,0,1,0
0,0,0,2.6743,3.1257,0.5914,1.77,0.0026549,10.59999987,0,0.758037925,0,1,0
0,1,0,2.6124,2.6571,1.0113,1.461,0.001607717,10.59999987,0,0.274328172,0,1,0
0,1,0,2.8277,2.6591,0.439,1.4736,0.007992361,10.59999987,0,0.320339352,0,1,0
0,0,1,2.8232,2.8964,1.6993,1.7283,0.001452253,10.59999987,0,0.458907098,0,0,0
0,1,0,2.647,3.2396,0.5208,1.5306,0.005402342,10.59999987,0,0.272232145,0,0,0
0,0,0,2.5976,2.8175,0.7208,1.472,0.013281491,10.59999987,0,0.264134288,0,1,0
0,0,0,2.7636,3.0236,0.1793,1.675,0.001555942,10.59999987,0,0.493956387,0,0,0
0,1,0,2.7526,3.218,0.6294,1.4889,0.003160648,10.59999987,0,0.093586445,0,0,0
0,0,1,2.6574,3.494,1.068,1.9018,0.038458645,10.59999987,0,0.753942668,0,1,0
0,1,0,2.8034,4.5418,1.9399,2.33,0.011486053,10.59999987,0,0.47482726,0,1,0
0,1,0,2.8124,2.576,0.9962,1.4288,0.001635614,10.59999987,0,0,0,0,0
0,1,0,2.7805,2.8038,0.9294,1.6872,0.001582449,10.59999987,0,0.224544317,0,0,0
0,1,0,2.8118,2.3415,1.0043,1.5744,0.067181163,10.59999987,0,0.999593914,0,1,0
0,1,1,2.7655,3.774,1.2657,1.9775,0.005930212,10.59999987,0,0.953411937,0,0,0
0,1,0,2.8599,3.7449,0.8367,1.9455,0.010105248,10.59999987,0,0.941232681,0,0,0
0,0,0,2.7456,4.0988,1.3175,2.0395,0.002840909,10.59999987,0,0.28456232,0,0,0
0,0,1,2.6163,3.7772,1.9139,2.1261,0.005274624,10.59999987,0,0.97645998,0,0,0
0,1,0,2.6139,3.727,0.9371,1.7489,0.011209304,10.59999987,0,0.596903145,0,0,0
0,0,1,2.6938,4.2877,2.975,2.2421,0.00293266,10.59999987,0,0.526509523,0,0,0
0,0,1,2.5844,4.1685,2.161,2.3022,0.009131713,10.59999987,0,0.783900857,0,0,0
0,0,0,2.638,3.5963,2.1469,1.642,0.002009098,10.59999987,0,0.118325427,0,0,0
0,1,1,17.7805,3.6626,1.1028,2.1602,0.00604595,23.19999933,0,0.581353366,0,0,0
0,1,0,17.7805,3.6626,1.1028,2.1602,0.00604595,23.19999933,0,0.581353366,0,0,0
0,0,1,17.7805,3.6626,1.1028,2.1602,0.00604595,23.19999933,0,0.581353366,1,0,0
0,0,1,17.4524,3.1485,1.1389,1.7953,0.006446105,23.19999933,0,0.681078315,0,0,0
0,1,1,17.4524,3.1485,1.1389,1.7953,0.006446105,23.19999933,0,0.681078315,0,0,0
0,0,1,17.4524,3.1485,1.1389,1.7953,0.006446105,23.19999933,0,0.681078315,1,0,0
0,0,1,17.3636,4.9123,2.352,2.7051,0.017219931,23.19999933,0,0.780525267,0,0,0
0,1,0,17.3636,4.9123,2.352,2.7051,0.017219931,23.19999933,0,0.780525267,0,0,0
0,1,0,17.3636,4.9123,2.352,2.7051,0.017219931,23.19999933,0,0.780525267,1,0,0
0,0,0,17.5488,3.1862,1.0216,1.7504,0.011260029,23.19999933,0,0.465970814,0,0,0
0,0,1,17.5488,3.1862,1.0216,1.7504,0.011260029,23.19999933,0,0.465970814,0,1,0
0,0,1,17.5488,3.1862,1.0216,1.7504,0.011260029,23.19999933,0,0.465970814,1,0,0
0,1,0,17.4914,5.017,2.5673,2.5159,0.023371484,23.19999933,0,0.918597996,0,0,0
0,0,0,17.4244,6.0066,2.1371,3.2024,0.014055002,23.19999933,0,0.931706607,0,0,0
0,0,1,17.4244,6.0066,2.1371,3.2024,0.014055002,23.19999933,0,0.931706607,0,0,0
0,0,1,17.3069,6.0784,3.6315,4.2258,0.01209922,23.19999933,0,0.923427105,0,0,0
0,1,1,17.3069,6.0784,3.6315,4.2258,0.01209922,23.19999933,0,0.923427105,0,0,0
0,1,1,17.3069,6.0784,3.6315,4.2258,0.01209922,23.19999933,0,0.923427105,1,0,0
